country_name,country_code,year,male,female,level
European Union,EUU,2002,103.822967529297,102.630760192871,primary
High income,HIC,2002,103.47386932373,103.245590209961,primary
Latin America & Caribbean,LCN,2002,116.195343017578,113.424621582031,primary
Low income,LIC,2002,84.79443359375,68.1012802124023,primary
Lower middle income,LMC,2002,99.4898910522461,88.1046600341797,primary
North America,NAC,2002,99.4455413818359,100.252616882324,primary
South Asia,SAS,2002,103.367172241211,91.4004211425781,primary
Upper middle income,UMC,2002,111.656936645508,110.849739074707,primary
Africa Eastern and Southern,AFE,2003,92.3664398193359,82.6263275146484,primary
Africa Western and Central,AFW,2003,91.6851425170898,75.2953186035156,primary
Arab World,ARB,2003,94.443977355957,85.9767913818359,primary
Australia,AUS,2003,102.965950012207,102.737510681152,primary
East Asia & Pacific,EAS,2003,107.832626342773,108.323722839355,primary
European Union,EUU,2003,103.673362731934,102.587249755859,primary
High income,HIC,2003,103.965087890625,103.647216796875,primary
Latin America & Caribbean,LCN,2003,115.166839599609,112.426338195801,primary
Low income,LIC,2003,87.9103622436523,71.5147094726562,primary
Lower middle income,LMC,2003,101.504577636719,94.9951782226562,primary
North America,NAC,2003,100.393829345703,100.53507232666,primary
South Asia,SAS,2003,106.175071716309,103.012718200684,primary
Upper middle income,UMC,2003,110.149116516113,109.32991027832,primary
Africa Eastern and Southern,AFE,2004,94.1967620849609,85.0080413818359,primary
Africa Western and Central,AFW,2004,93.3617935180664,77.389030456543,primary
Arab World,ARB,2004,94.4863433837891,86.3581695556641,primary
Australia,AUS,2004,103.428977966309,103.168251037598,primary
East Asia & Pacific,EAS,2004,106.506790161133,107.229118347168,primary
European Union,EUU,2004,103.544227600098,102.465507507324,primary
High income,HIC,2004,104.006568908691,103.48316192627,primary
Latin America & Caribbean,LCN,2004,115.497138977051,112.550193786621,primary
Low income,LIC,2004,90.9798583984375,73.628288269043,primary
Lower middle income,LMC,2004,102.932960510254,96.6157836914062,primary
North America,NAC,2004,101.347076416016,100.813980102539,primary
South Asia,SAS,2004,107.548789978027,104.827087402344,primary
Upper middle income,UMC,2004,109.010040283203,108.483413696289,primary
Africa Eastern and Southern,AFE,2005,97.1745223999023,88.5643615722656,primary
Africa Western and Central,AFW,2005,93.9539413452148,78.62255859375,primary
Arab World,ARB,2005,94.0869827270508,86.1738128662109,primary
Australia,AUS,2005,103.613677978516,103.170623779297,primary
East Asia & Pacific,EAS,2005,105.085670471191,105.498176574707,primary
European Union,EUU,2005,104.071113586426,102.943672180176,primary
High income,HIC,2005,103.038726806641,102.413528442383,primary
Latin America & Caribbean,LCN,2005,114.960998535156,111.835609436035,primary
Low income,LIC,2005,92.5205383300781,77.8632888793945,primary
Lower middle income,LMC,2005,103.907707214355,98.0027236938477,primary
North America,NAC,2005,102.101379394531,101.035682678223,primary
South Asia,SAS,2005,108.992553710938,106.614097595215,primary
Upper middle income,UMC,2005,107.892181396484,107.018737792969,primary
Africa Eastern and Southern,AFE,2006,99.1968688964844,91.4014282226562,primary
Africa Western and Central,AFW,2006,94.0319366455078,80.0140228271484,primary
Arab World,ARB,2006,95.4195404052734,87.4204788208008,primary
Australia,AUS,2006,103.784690856934,103.328758239746,primary
East Asia & Pacific,EAS,2006,104.409080505371,104.717170715332,primary
European Union,EUU,2006,103.874443054199,102.802177429199,primary
High income,HIC,2006,103.054847717285,103.040657043457,primary
Latin America & Caribbean,LCN,2006,110.84635925293,107.803619384766,primary
Low income,LIC,2006,94.6586303710938,81.1647033691406,primary
Lower middle income,LMC,2006,104.235382080078,98.9972915649414,primary
North America,NAC,2006,101.66667175293,102.319259643555,primary
South Asia,SAS,2006,110.713470458984,108.712730407715,primary
Upper middle income,UMC,2006,106.388442993164,105.385902404785,primary
Africa Eastern and Southern,AFE,2007,102.355903625488,94.5530624389648,primary
Africa Western and Central,AFW,2007,90.2734909057617,78.3549194335938,primary
Arab World,ARB,2007,95.0440521240234,87.2020721435547,primary
Australia,AUS,2007,105.696357727051,105.135383605957,primary
East Asia & Pacific,EAS,2007,105.040061950684,105.105827331543,primary
European Union,EUU,2007,103.586730957031,102.549911499023,primary
High income,HIC,2007,102.980590820312,102.887321472168,primary
Latin America & Caribbean,LCN,2007,114.627769470215,111.310752868652,primary
Low income,LIC,2007,96.9198608398438,83.6303634643555,primary
Lower middle income,LMC,2007,104.480430603027,99.971809387207,primary
North America,NAC,2007,102.218772888184,102.672836303711,primary
South Asia,SAS,2007,111.899429321289,110.277618408203,primary
Upper middle income,UMC,2007,107.951080322266,106.796142578125,primary
Africa Eastern and Southern,AFE,2008,105.863906860352,98.3871002197266,primary
Africa Western and Central,AFW,2008,87.4185104370117,76.4313812255859,primary
Arab World,ARB,2008,95.0170593261719,87.7240295410156,primary
Australia,AUS,2008,105.521751403809,104.953300476074,primary
East Asia & Pacific,EAS,2008,105.305358886719,105.452972412109,primary
European Union,EUU,2008,103.228469848633,102.136787414551,primary
High income,HIC,2008,103.233428955078,103.000961303711,primary
Latin America & Caribbean,LCN,2008,114.093650817871,110.787452697754,primary
Low income,LIC,2008,100.931510925293,88.4281234741211,primary
Lower middle income,LMC,2008,103.182159423828,100.101623535156,primary
North America,NAC,2008,102.753692626953,102.929977416992,primary
South Asia,SAS,2008,110.68009185791,111.527122497559,primary
Upper middle income,UMC,2008,107.936576843262,106.85343170166,primary
Africa Eastern and Southern,AFE,2009,104.935249328613,98.4381637573242,primary
Africa Western and Central,AFW,2009,88.8881912231445,78.4203033447266,primary
Arab World,ARB,2009,94.7975921630859,87.7877197265625,primary
Australia,AUS,2009,105.480667114258,104.936752319336,primary
East Asia & Pacific,EAS,2009,105.39315032959,105.258842468262,primary
European Union,EUU,2009,102.731651306152,101.830116271973,primary
High income,HIC,2009,102.851821899414,102.743797302246,primary
Latin America & Caribbean,LCN,2009,114.118270874023,110.74259185791,primary
Low income,LIC,2009,100.946258544922,89.7226028442383,primary
Lower middle income,LMC,2009,102.507118225098,100.103073120117,primary
North America,NAC,2009,101.805603027344,102.190856933594,primary
South Asia,SAS,2009,109.56339263916,111.493598937988,primary
Upper middle income,UMC,2009,107.926040649414,106.656478881836,primary
Africa Eastern and Southern,AFE,2010,104.07836151123,97.8992309570312,primary
Africa Western and Central,AFW,2010,89.1337890625,79.7003021240234,primary
Arab World,ARB,2010,94.9847564697266,88.2430114746094,primary
Australia,AUS,2010,105.76335144043,105.199279785156,primary
East Asia & Pacific,EAS,2010,104.625343322754,105.148918151855,primary
European Union,EUU,2010,102.361656188965,101.547950744629,primary
High income,HIC,2010,102.554862976074,102.498870849609,primary
Latin America & Caribbean,LCN,2010,113.007751464844,109.746353149414,primary
Low income,LIC,2010,100.461067199707,89.966667175293,primary
Lower middle income,LMC,2010,102.865699768066,100.407402038574,primary
North America,NAC,2010,101.261520385742,101.394348144531,primary
South Asia,SAS,2010,109.839698791504,111.635032653809,primary
Upper middle income,UMC,2010,106.825408935547,106.186683654785,primary
Africa Eastern and Southern,AFE,2011,104.747787475586,97.1828231811523,primary
Africa Western and Central,AFW,2011,91.7974090576172,83.7380523681641,primary
Arab World,ARB,2011,94.3305892944336,87.1210403442383,primary
Australia,AUS,2011,105.483627319336,105.054992675781,primary
East Asia & Pacific,EAS,2011,104.760368347168,105.276351928711,primary
European Union,EUU,2011,102.06037902832,101.434921264648,primary
High income,HIC,2011,102.272598266602,102.182670593262,primary
Latin America & Caribbean,LCN,2011,112.0732421875,108.963569641113,primary
Low income,LIC,2011,100.444648742676,90.3164978027344,primary
Lower middle income,LMC,2011,102.956161499023,100.239608764648,primary
North America,NAC,2011,100.733329772949,100.56037902832,primary
South Asia,SAS,2011,109.279220581055,110.736312866211,primary
Upper middle income,UMC,2011,106.557258605957,105.968086242676,primary
Africa Eastern and Southern,AFE,2012,104.623512268066,97.8210601806641,primary
Africa Western and Central,AFW,2012,92.3349533081055,86.4632720947266,primary
Arab World,ARB,2012,95.217887878418,88.9285430908203,primary
Australia,AUS,2012,105.847038269043,105.482597351074,primary
East Asia & Pacific,EAS,2012,105.107368469238,105.2080078125,primary
European Union,EUU,2012,101.853157043457,101.407096862793,primary
High income,HIC,2012,102.234512329102,102.158172607422,primary
Latin America & Caribbean,LCN,2012,110.809478759766,107.937049865723,primary
Low income,LIC,2012,101.117492675781,91.4996185302734,primary
Lower middle income,LMC,2012,103.798782348633,102.03246307373,primary
North America,NAC,2012,100.320579528809,99.8515014648438,primary
South Asia,SAS,2012,111.017311096191,112.880928039551,primary
Upper middle income,UMC,2012,106.336448669434,105.289192199707,primary
Africa Eastern and Southern,AFE,2013,103.379051208496,97.6475296020508,primary
Africa Western and Central,AFW,2013,93.351676940918,87.7490921020508,primary
Arab World,ARB,2013,91.5713119506836,85.6685028076172,primary
Australia,AUS,2013,105.96508026123,105.631080627441,primary
East Asia & Pacific,EAS,2013,104.502311706543,104.752647399902,primary
European Union,EUU,2013,102.30948638916,102.169746398926,primary
High income,HIC,2013,101.11750793457,101.041496276855,primary
Latin America & Caribbean,LCN,2013,111.644371032715,108.787773132324,primary
Low income,LIC,2013,100.169929504395,91.1188888549805,primary
Lower middle income,LMC,2013,102.60871887207,104.381172180176,primary
North America,NAC,2013,99.8180694580078,99.0651397705078,primary
South Asia,SAS,2013,109.091049194336,118.245338439941,primary
Upper middle income,UMC,2013,106.451179504395,105.834381103516,primary
Africa Eastern and Southern,AFE,2014,103.519523620605,98.3120574951172,primary
Africa Western and Central,AFW,2014,91.5471572875977,86.623908996582,primary
Arab World,ARB,2014,90.3999481201172,85.0300674438477,primary
Australia,AUS,2014,105.602493286133,105.31275177002,primary
East Asia & Pacific,EAS,2014,101.740730285645,101.899658203125,primary
European Union,EUU,2014,101.634437561035,101.492279052734,primary
High income,HIC,2014,100.667938232422,100.707969665527,primary
Latin America & Caribbean,LCN,2014,110.76065826416,107.92903137207,primary
Low income,LIC,2014,100.847763061523,91.998420715332,primary
Lower middle income,LMC,2014,101.40274810791,103.165817260742,primary
North America,NAC,2014,99.8163681030273,99.4989166259766,primary
South Asia,SAS,2014,107.539199829102,116.499183654785,primary
Upper middle income,UMC,2014,103.598579406738,102.985580444336,primary
Africa Eastern and Southern,AFE,2015,101.695373535156,97.6766204833984,primary
Africa Western and Central,AFW,2015,89.569938659668,84.5517883300781,primary
Arab World,ARB,2015,90.3381729125977,84.9579010009766,primary
Australia,AUS,2015,101.709098815918,101.619422912598,primary
East Asia & Pacific,EAS,2015,101.095222473145,100.989723205566,primary
European Union,EUU,2015,101.486022949219,101.330268859863,primary
High income,HIC,2015,100.790496826172,100.891983032227,primary
Latin America & Caribbean,LCN,2015,109.505928039551,107.070121765137,primary
Low income,LIC,2015,98.8886337280273,91.2220306396484,primary
Lower middle income,LMC,2015,100.954330444336,102.98560333252,primary
North America,NAC,2015,100.298439025879,100.225479125977,primary
South Asia,SAS,2015,108.312271118164,117.874382019043,primary
Upper middle income,UMC,2015,102.79125213623,101.936988830566,primary
Africa Eastern and Southern,AFE,2016,102.173400878906,98.4886779785156,primary
Africa Western and Central,AFW,2016,89.6603698730469,83.6496429443359,primary
Arab World,ARB,2016,90.2205505371094,85.4079132080078,primary
Australia,AUS,2016,101.226402282715,101.132469177246,primary
East Asia & Pacific,EAS,2016,100.851448059082,100.871597290039,primary
European Union,EUU,2016,101.072052001953,101.003837585449,primary
High income,HIC,2016,100.846496582031,101.026878356934,primary
Latin America & Caribbean,LCN,2016,108.681587219238,106.516616821289,primary
Low income,LIC,2016,99.9617767333984,92.3920211791992,primary
Lower middle income,LMC,2016,102.612678527832,106.377449035645,primary
North America,NAC,2016,101.247512817383,100.98323059082,primary
South Asia,SAS,2016,111.530349731445,125.894309997559,primary
Upper middle income,UMC,2016,102.299247741699,101.767227172852,primary
Africa Eastern and Southern,AFE,2017,103.185272216797,99.2469177246094,primary
Africa Western and Central,AFW,2017,89.3093109130859,84.1819534301758,primary
Arab World,ARB,2017,90.5882568359375,85.8488311767578,primary
Australia,AUS,2017,100.60986328125,100.666999816895,primary
East Asia & Pacific,EAS,2017,100.671051025391,100.631492614746,primary
European Union,EUU,2017,101.689682006836,101.178741455078,primary
High income,HIC,2017,101.550148010254,101.284523010254,primary
Latin America & Caribbean,LCN,2017,107.916458129883,106.149368286133,primary
Low income,LIC,2017,100.924896240234,93.1690673828125,primary
Lower middle income,LMC,2017,101.851348876953,105.176918029785,primary
North America,NAC,2017,101.932579040527,101.12825012207,primary
South Asia,SAS,2017,110.663162231445,123.896423339844,primary
Upper middle income,UMC,2017,101.892807006836,101.476226806641,primary
Africa Eastern and Southern,AFE,2018,104.823997497559,100.397392272949,primary
Africa Western and Central,AFW,2018,88.7229919433594,84.5205307006836,primary
Arab World,ARB,2018,91.0492935180664,86.3674774169922,primary
Australia,AUS,2018,100.336578369141,100.464347839355,primary
East Asia & Pacific,EAS,2018,100.213882446289,100.128768920898,primary
European Union,EUU,2018,101.725082397461,101.121589660645,primary
High income,HIC,2018,101.367866516113,101.260261535645,primary
Latin America & Caribbean,LCN,2018,107.42845916748,105.892723083496,primary
Low income,LIC,2018,102.359069824219,94.0854034423828,primary
Lower middle income,LMC,2018,98.0125427246094,96.3152008056641,primary
North America,NAC,2018,101.098213195801,100.943603515625,primary
South Asia,SAS,2018,101.906433105469,103.795127868652,primary
Upper middle income,UMC,2018,101.684776306152,101.31046295166,primary
Africa Eastern and Southern,AFE,2019,105.613983154297,101.581253051758,primary
Africa Western and Central,AFW,2019,89.3064727783203,85.7524185180664,primary
Arab World,ARB,2019,91.1403579711914,86.8806381225586,primary
Australia,AUS,2019,100.128227233887,100.275161743164,primary
East Asia & Pacific,EAS,2019,99.9132995605469,99.8039627075195,primary
European Union,EUU,2019,101.676338195801,101.39330291748,primary
High income,HIC,2019,101.089767456055,101.294212341309,primary
Latin America & Caribbean,LCN,2019,107.310577392578,105.835441589355,primary
Low income,LIC,2019,103.256881713867,95.4121017456055,primary
Lower middle income,LMC,2019,97.5269393920898,96.280158996582,primary
North America,NAC,2019,100.32250213623,100.957489013672,primary
South Asia,SAS,2019,100.665252685547,102.679130554199,primary
Upper middle income,UMC,2019,101.521667480469,101.187477111816,primary
Africa Eastern and Southern,AFE,2020,106.479591369629,102.679443359375,primary
Africa Western and Central,AFW,2020,89.6025772094727,86.6695709228516,primary
Arab World,ARB,2020,91.708251953125,87.4853973388672,primary
Australia,AUS,2020,99.8206787109375,99.9861373901367,primary
East Asia & Pacific,EAS,2020,100.125030517578,99.9909210205078,primary
European Union,EUU,2020,100.913841247559,100.740600585938,primary
High income,HIC,2020,100.854721069336,100.721122741699,primary
Latin America & Caribbean,LCN,2020,106.762519836426,104.964401245117,primary
Low income,LIC,2020,104.184913635254,96.5895919799805,primary
Lower middle income,LMC,2020,98.3144607543945,97.2494964599609,primary
North America,NAC,2020,100.201202392578,99.7670288085938,primary
South Asia,SAS,2020,102.249938964844,104.399757385254,primary
Upper middle income,UMC,2020,101.55835723877,101.090408325195,primary
Africa Eastern and Southern,AFE,2021,104.912391662598,101.799057006836,primary
Africa Western and Central,AFW,2021,89.3786163330078,86.7731704711914,primary
Arab World,ARB,2021,91.5369110107422,87.3852462768555,primary
Australia,AUS,2021,99.7966995239258,100.069267272949,primary
East Asia & Pacific,EAS,2021,100.037750244141,99.922492980957,primary
European Union,EUU,2021,101.500312805176,101.38404083252,primary
High income,HIC,2021,100.190940856934,100.06510925293,primary
Latin America & Caribbean,LCN,2021,105.64380645752,104.497528076172,primary
Low income,LIC,2021,102.886077880859,95.8942565917969,primary
Lower middle income,LMC,2021,98.6480026245117,97.5192489624023,primary
North America,NAC,2021,98.2628021240234,97.7614517211914,primary
South Asia,SAS,2021,103.381729125977,105.254402160645,primary
Upper middle income,UMC,2021,101.136131286621,100.811470031738,primary
Africa Eastern and Southern,AFE,2022,101.695259094238,99.3051300048828,primary
Africa Western and Central,AFW,2022,90.9440765380859,88.0174407958984,primary
Arab World,ARB,2022,90.201042175293,85.915901184082,primary
Australia,AUS,2022,99.0480804443359,99.2228622436523,primary
East Asia & Pacific,EAS,2022,100.238960266113,100.021347045898,primary
European Union,EUU,2022,101.366416931152,101.489318847656,primary
High income,HIC,2022,99.6897735595703,99.5815811157227,primary
Latin America & Caribbean,LCN,2022,105.26683807373,104.782791137695,primary
Low income,LIC,2022,99.7575912475586,93.3848266601562,primary
Lower middle income,LMC,2022,102.000427246094,100.476852416992,primary
North America,NAC,2022,96.7350006103516,96.7899475097656,primary
South Asia,SAS,2022,111.243583679199,112.472457885742,primary
Upper middle income,UMC,2022,101.219276428223,100.967651367188,primary
Africa Eastern and Southern,AFE,2023,101.874801635742,99.8260803222656,primary
Africa Western and Central,AFW,2023,92.4607009887695,89.2489776611328,primary
Arab World,ARB,2023,93.0848388671875,88.9331512451172,primary
Australia,AUS,2023,99.3072128295898,99.4277191162109,primary
East Asia & Pacific,EAS,2023,99.4921417236328,99.4035263061523,primary
European Union,EUU,2023,102.413383483887,102.466819763184,primary
High income,HIC,2023,99.9018020629883,99.5065383911133,primary
Latin America & Caribbean,LCN,2023,104.813507080078,104.413368225098,primary
Low income,LIC,2023,100.042129516602,93.8482666015625,primary
Lower middle income,LMC,2023,103.207939147949,101.773262023926,primary
North America,NAC,2023,97.6152572631836,96.4423217773438,primary
South Asia,SAS,2023,112.526657104492,113.011596679688,primary
Upper middle income,UMC,2023,100.355422973633,100.259407043457,primary
Africa Eastern and Southern,AFE,2000,29.9147891998291,25.5485401153564,secondary
Africa Western and Central,AFW,2000,25.8329792022705,18.7828693389893,secondary
Arab World,ARB,2000,62.0485000610352,56.1960716247559,secondary
Australia,AUS,2000,,,secondary
East Asia & Pacific,EAS,2000,63.2668914794922,60.9457092285156,secondary
European Union,EUU,2000,101.213088989258,101.815292358398,secondary
High income,HIC,2000,97.8954010009766,99.3023223876953,secondary
Latin America & Caribbean,LCN,2000,77.0258331298828,81.7892074584961,secondary
Low income,LIC,2000,28.7555103302002,19.2532196044922,secondary
Lower middle income,LMC,2000,49.1518898010254,39.2242393493652,secondary
North America,NAC,2000,94.0496597290039,95.5698165893555,secondary
South Asia,SAS,2000,53.9573287963867,40.5729293823242,secondary
Upper middle income,UMC,2000,67.7393493652344,66.2597122192383,secondary
Africa Eastern and Southern,AFE,2001,31.2034797668457,26.3633804321289,secondary
Africa Western and Central,AFW,2001,27.6993408203125,20.19407081604,secondary
Arab World,ARB,2001,63.2122497558594,57.5917701721191,secondary
Australia,AUS,2001,,,secondary
East Asia & Pacific,EAS,2001,64.8903121948242,62.8622512817383,secondary
European Union,EUU,2001,102.163070678711,103.150093078613,secondary
High income,HIC,2001,98.4196090698242,99.7302169799805,secondary
Latin America & Caribbean,LCN,2001,78.0848236083984,83.0510101318359,secondary
Low income,LIC,2001,29.8543796539307,19.9996604919434,secondary
Lower middle income,LMC,2001,49.4048614501953,39.7521591186523,secondary
North America,NAC,2001,94.6635284423828,95.1561889648438,secondary
South Asia,SAS,2001,53.6548805236816,40.8564796447754,secondary
Upper middle income,UMC,2001,69.5156097412109,68.3133697509766,secondary
Africa Eastern and Southern,AFE,2002,31.9824695587158,26.9570503234863,secondary
Africa Western and Central,AFW,2002,30.0123596191406,20.6358604431152,secondary
Arab World,ARB,2002,63.5881195068359,58.7111282348633,secondary
Australia,AUS,2002,,,secondary
East Asia & Pacific,EAS,2002,65.4806671142578,63.8230400085449,secondary
European Union,EUU,2002,102.92845916748,103.708229064941,secondary
High income,HIC,2002,98.9757614135742,99.9672012329102,secondary
Latin America & Caribbean,LCN,2002,84.4059371948242,90.0146865844727,secondary
Low income,LIC,2002,30.4471206665039,20.8379898071289,secondary
Lower middle income,LMC,2002,50.6568603515625,41.4319915771484,secondary
North America,NAC,2002,95.3163070678711,94.7082214355469,secondary
South Asia,SAS,2002,55.0567817687988,43.2442016601562,secondary
Upper middle income,UMC,2002,71.3286819458008,70.6292572021484,secondary
Africa Eastern and Southern,AFE,2003,32.7631492614746,27.4211807250977,secondary
Africa Western and Central,AFW,2003,31.5979099273682,22.5834197998047,secondary
Arab World,ARB,2003,64.8697967529297,60.5331802368164,secondary
Australia,AUS,2003,,,secondary
East Asia & Pacific,EAS,2003,66.5983200073242,65.3064880371094,secondary
European Union,EUU,2003,103.375793457031,104.016456604004,secondary
High income,HIC,2003,99.1025772094727,100.244621276855,secondary
Latin America & Caribbean,LCN,2003,81.6343002319336,87.7489395141602,secondary
Low income,LIC,2003,32.1424789428711,22.4006404876709,secondary
Lower middle income,LMC,2003,51.4477081298828,43.9703102111816,secondary
North America,NAC,2003,95.0673599243164,95.5795364379883,secondary
South Asia,SAS,2003,55.9646492004395,46.8258094787598,secondary
Upper middle income,UMC,2003,71.4919128417969,71.2107620239258,secondary
Africa Eastern and Southern,AFE,2004,34.5908699035645,28.4966602325439,secondary
Africa Western and Central,AFW,2004,33.2710914611816,24.1746807098389,secondary
Arab World,ARB,2004,66.1074981689453,61.9100914001465,secondary
Australia,AUS,2004,,,secondary
East Asia & Pacific,EAS,2004,68.6420135498047,68.1626815795898,secondary
European Union,EUU,2004,101.01407623291,101.810302734375,secondary
High income,HIC,2004,97.5397415161133,98.8796234130859,secondary
Latin America & Caribbean,LCN,2004,83.3975677490234,89.4052276611328,secondary
Low income,LIC,2004,33.9013595581055,23.3115005493164,secondary
Lower middle income,LMC,2004,52.8930397033691,45.0138206481934,secondary
North America,NAC,2004,94.8317718505859,96.4445114135742,secondary
South Asia,SAS,2004,57.4509315490723,47.6684112548828,secondary
Upper middle income,UMC,2004,73.2605209350586,73.840202331543,secondary
Africa Eastern and Southern,AFE,2005,35.7283401489258,29.3665599822998,secondary
Africa Western and Central,AFW,2005,33.8232002258301,25.2043399810791,secondary
Arab World,ARB,2005,65.1168594360352,61.6643486022949,secondary
Australia,AUS,2005,,,secondary
East Asia & Pacific,EAS,2005,70.2104263305664,70.5025024414062,secondary
European Union,EUU,2005,102.656112670898,103.165328979492,secondary
High income,HIC,2005,97.9482421875,99.1143112182617,secondary
Latin America & Caribbean,LCN,2005,83.5519638061523,89.802131652832,secondary
Low income,LIC,2005,34.8307991027832,24.3522205352783,secondary
Lower middle income,LMC,2005,53.9127807617188,46.6362800598145,secondary
North America,NAC,2005,94.8664627075195,96.2285079956055,secondary
South Asia,SAS,2005,59.2994194030762,50.1592597961426,secondary
Upper middle income,UMC,2005,74.4177627563477,75.7810897827148,secondary
Africa Eastern and Southern,AFE,2006,37.3952903747559,30.7157497406006,secondary
Africa Western and Central,AFW,2006,34.2423706054688,25.3873996734619,secondary
Arab World,ARB,2006,64.984260559082,61.9617195129395,secondary
Australia,AUS,2006,,,secondary
East Asia & Pacific,EAS,2006,72.6614990234375,73.6256332397461,secondary
European Union,EUU,2006,103.551963806152,103.802017211914,secondary
High income,HIC,2006,98.3464965820312,98.7770233154297,secondary
Latin America & Caribbean,LCN,2006,81.787467956543,88.2992324829102,secondary
Low income,LIC,2006,36.63671875,25.7542400360107,secondary
Lower middle income,LMC,2006,54.6030502319336,47.5838317871094,secondary
North America,NAC,2006,95.5426406860352,94.9494400024414,secondary
South Asia,SAS,2006,59.7690696716309,51.1434783935547,secondary
Upper middle income,UMC,2006,76.2518692016602,78.3796768188477,secondary
Africa Eastern and Southern,AFE,2007,39.0591583251953,31.8105907440186,secondary
Africa Western and Central,AFW,2007,34.7163581848145,25.3766708374023,secondary
Arab World,ARB,2007,63.8065414428711,61.0592498779297,secondary
Australia,AUS,2007,,,secondary
East Asia & Pacific,EAS,2007,75.9831390380859,77.3227996826172,secondary
European Union,EUU,2007,103.537773132324,103.797233581543,secondary
High income,HIC,2007,98.5580596923828,98.8493499755859,secondary
Latin America & Caribbean,LCN,2007,82.8174591064453,89.54833984375,secondary
Low income,LIC,2007,37.3850288391113,26.72825050354,secondary
Lower middle income,LMC,2007,55.810718536377,49.2178916931152,secondary
North America,NAC,2007,95.6971893310547,95.1765670776367,secondary
South Asia,SAS,2007,61.3017196655273,53.7980499267578,secondary
Upper middle income,UMC,2007,79.0480117797852,81.7421188354492,secondary
Africa Eastern and Southern,AFE,2008,40.3244514465332,33.3657188415527,secondary
Africa Western and Central,AFW,2008,36.9593315124512,28.1702404022217,secondary
Arab World,ARB,2008,63.9938201904297,61.1059417724609,secondary
Australia,AUS,2008,,,secondary
East Asia & Pacific,EAS,2008,78.3479080200195,80.100212097168,secondary
European Union,EUU,2008,104.737991333008,104.980712890625,secondary
High income,HIC,2008,99.186882019043,99.3857803344727,secondary
Latin America & Caribbean,LCN,2008,83.8287887573242,90.7860565185547,secondary
Low income,LIC,2008,39.1269912719727,28.4405002593994,secondary
Lower middle income,LMC,2008,57.1602897644043,51.493278503418,secondary
North America,NAC,2008,95.8644332885742,95.4206085205078,secondary
South Asia,SAS,2008,63.1694297790527,57.021728515625,secondary
Upper middle income,UMC,2008,81.4071884155273,84.385009765625,secondary
Africa Eastern and Southern,AFE,2009,41.3559188842773,34.5432586669922,secondary
Africa Western and Central,AFW,2009,39.3696784973145,30.8871803283691,secondary
Arab World,ARB,2009,66.0612869262695,62.877799987793,secondary
Australia,AUS,2009,,,secondary
East Asia & Pacific,EAS,2009,81.9322509765625,84.3223571777344,secondary
European Union,EUU,2009,105.744216918945,105.384651184082,secondary
High income,HIC,2009,100.206321716309,100.540420532227,secondary
Latin America & Caribbean,LCN,2009,84.8180770874023,91.6666488647461,secondary
Low income,LIC,2009,40.3209190368652,29.8598594665527,secondary
Lower middle income,LMC,2009,56.6955909729004,52.3352088928223,secondary
North America,NAC,2009,95.3859634399414,96.4992523193359,secondary
South Asia,SAS,2009,61.9600715637207,57.7675285339355,secondary
Upper middle income,UMC,2009,84.552116394043,87.9890213012695,secondary
Africa Eastern and Southern,AFE,2010,42.081600189209,35.623420715332,secondary
Africa Western and Central,AFW,2010,42.5637512207031,33.9896202087402,secondary
Arab World,ARB,2010,66.491340637207,63.3116188049316,secondary
