country_name,country_code,year,male_enrollment,female_enrollment
Australia,AUS,2007,105.696357727051,105.135383605957
East Asia & Pacific,EAS,2007,105.040061950684,105.105827331543
European Union,EUU,2007,103.586730957031,102.549911499023
High income,HIC,2007,102.980590820312,102.887321472168
Latin America & Caribbean,LCN,2007,114.627769470215,111.310752868652
Low income,LIC,2007,96.9198608398438,83.6303634643555
Lower middle income,LMC,2007,104.480430603027,99.971809387207
North America,NAC,2007,102.218772888184,102.672836303711
South Asia,SAS,2007,111.899429321289,110.277618408203
Upper middle income,UMC,2007,107.951080322266,106.796142578125
Africa Eastern and Southern,AFE,2008,105.863906860352,98.3871002197266
Africa Western and Central,AFW,2008,87.4185104370117,76.4313812255859
Arab World,ARB,2008,95.0170593261719,87.7240295410156
Australia,AUS,2008,105.521751403809,104.953300476074
East Asia & Pacific,EAS,2008,105.305358886719,105.452972412109
European Union,EUU,2008,103.228469848633,102.136787414551
High income,HIC,2008,103.233428955078,103.000961303711
Latin America & Caribbean,LCN,2008,114.093650817871,110.787452697754
Low income,LIC,2008,100.931510925293,88.4281234741211
Lower middle income,LMC,2008,103.182159423828,100.101623535156
North America,NAC,2008,102.753692626953,102.929977416992
South Asia,SAS,2008,110.68009185791,111.527122497559
Upper middle income,UMC,2008,107.936576843262,106.85343170166
Africa Eastern and Southern,AFE,2009,104.935249328613,98.4381637573242
Africa Western and Central,AFW,2009,88.8881912231445,78.4203033447266
Arab World,ARB,2009,94.7975921630859,87.7877197265625
Australia,AUS,2009,105.480667114258,104.936752319336
East Asia & Pacific,EAS,2009,105.39315032959,105.258842468262
European Union,EUU,2009,102.731651306152,101.830116271973
High income,HIC,2009,102.851821899414,102.743797302246
Latin America & Caribbean,LCN,2009,114.118270874023,110.74259185791
Low income,LIC,2009,100.946258544922,89.7226028442383
Lower middle income,LMC,2009,102.507118225098,100.103073120117
North America,NAC,2009,101.805603027344,102.190856933594
South Asia,SAS,2009,109.56339263916,111.493598937988
Upper middle income,UMC,2009,107.926040649414,106.656478881836
Africa Eastern and Southern,AFE,2010,104.07836151123,97.8992309570312
Africa Western and Central,AFW,2010,89.1337890625,79.7003021240234
Arab World,ARB,2010,94.9847564697266,88.2430114746094
Australia,AUS,2010,105.76335144043,105.199279785156
East Asia & Pacific,EAS,2010,104.625343322754,105.148918151855
European Union,EUU,2010,102.361656188965,101.547950744629
High income,HIC,2010,102.554862976074,102.498870849609
Latin America & Caribbean,LCN,2010,113.007751464844,109.746353149414
Low income,LIC,2010,100.461067199707,89.966667175293
Lower middle income,LMC,2010,102.865699768066,100.407402038574
North America,NAC,2010,101.261520385742,101.394348144531
South Asia,SAS,2010,109.839698791504,111.635032653809
Upper middle income,UMC,2010,106.825408935547,106.186683654785
Africa Eastern and Southern,AFE,2011,104.747787475586,97.1828231811523
Africa Western and Central,AFW,2011,91.7974090576172,83.7380523681641
Arab World,ARB,2011,94.3305892944336,87.1210403442383
Australia,AUS,2011,105.483627319336,105.054992675781
East Asia & Pacific,EAS,2011,104.760368347168,105.276351928711
European Union,EUU,2011,102.06037902832,101.434921264648
High income,HIC,2011,102.272598266602,102.182670593262
Latin America & Caribbean,LCN,2011,112.0732421875,108.963569641113
Low income,LIC,2011,100.444648742676,90.3164978027344
Lower middle income,LMC,2011,102.956161499023,100.239608764648
North America,NAC,2011,100.733329772949,100.56037902832
South Asia,SAS,2011,109.279220581055,110.736312866211
Upper middle income,UMC,2011,106.557258605957,105.968086242676
Africa Eastern and Southern,AFE,2012,104.623512268066,97.8210601806641
Africa Western and Central,AFW,2012,92.3349533081055,86.4632720947266
Arab World,ARB,2012,95.217887878418,88.9285430908203
Australia,AUS,2012,105.847038269043,105.482597351074
East Asia & Pacific,EAS,2012,105.107368469238,105.2080078125
European Union,EUU,2012,101.853157043457,101.407096862793
High income,HIC,2012,102.234512329102,102.158172607422
Latin America & Caribbean,LCN,2012,110.809478759766,107.937049865723
Low income,LIC,2012,101.117492675781,91.4996185302734
Lower middle income,LMC,2012,103.798782348633,102.03246307373
North America,NAC,2012,100.320579528809,99.8515014648438
South Asia,SAS,2012,111.017311096191,112.880928039551
Upper middle income,UMC,2012,106.336448669434,105.289192199707
Africa Eastern and Southern,AFE,2013,103.379051208496,97.6475296020508
Africa Western and Central,AFW,2013,93.351676940918,87.7490921020508
Arab World,ARB,2013,91.5713119506836,85.6685028076172
Australia,AUS,2013,105.96508026123,105.631080627441
East Asia & Pacific,EAS,2013,104.502311706543,104.752647399902
European Union,EUU,2013,102.30948638916,102.169746398926
High income,HIC,2013,101.11750793457,101.041496276855
Latin America & Caribbean,LCN,2013,111.644371032715,108.787773132324
Low income,LIC,2013,100.169929504395,91.1188888549805
Lower middle income,LMC,2013,102.60871887207,104.381172180176
North America,NAC,2013,99.8180694580078,99.0651397705078
South Asia,SAS,2013,109.091049194336,118.245338439941
Upper middle income,UMC,2013,106.451179504395,105.834381103516
Africa Eastern and Southern,AFE,2014,103.519523620605,98.3120574951172
Africa Western and Central,AFW,2014,91.5471572875977,86.623908996582
Arab World,ARB,2014,90.3999481201172,85.0300674438477
Australia,AUS,2014,105.602493286133,105.31275177002
East Asia & Pacific,EAS,2014,101.740730285645,101.899658203125
European Union,EUU,2014,101.634437561035,101.492279052734
High income,HIC,2014,100.667938232422,100.707969665527
Latin America & Caribbean,LCN,2014,110.76065826416,107.92903137207
Low income,LIC,2014,100.847763061523,91.998420715332
Lower middle income,LMC,2014,101.40274810791,103.165817260742
North America,NAC,2014,99.8163681030273,99.4989166259766
South Asia,SAS,2014,107.539199829102,116.499183654785
Upper middle income,UMC,2014,103.598579406738,102.985580444336
Africa Eastern and Southern,AFE,2015,101.695373535156,97.6766204833984
Africa Western and Central,AFW,2015,89.569938659668,84.5517883300781
Arab World,ARB,2015,90.3381729125977,84.9579010009766
Australia,AUS,2015,101.709098815918,101.619422912598
East Asia & Pacific,EAS,2015,101.095222473145,100.989723205566
European Union,EUU,2015,101.486022949219,101.330268859863
High income,HIC,2015,100.790496826172,100.891983032227
Latin America & Caribbean,LCN,2015,109.505928039551,107.070121765137
Low income,LIC,2015,98.8886337280273,91.2220306396484
Lower middle income,LMC,2015,100.954330444336,102.98560333252
North America,NAC,2015,100.298439025879,100.225479125977
South Asia,SAS,2015,108.312271118164,117.874382019043
Upper middle income,UMC,2015,102.79125213623,101.936988830566
Africa Eastern and Southern,AFE,2016,102.173400878906,98.4886779785156
Africa Western and Central,AFW,2016,89.6603698730469,83.6496429443359
Arab World,ARB,2016,90.2205505371094,85.4079132080078
Australia,AUS,2016,101.226402282715,101.132469177246
East Asia & Pacific,EAS,2016,100.851448059082,100.871597290039
European Union,EUU,2016,101.072052001953,101.003837585449
High income,HIC,2016,100.846496582031,101.026878356934
Latin America & Caribbean,LCN,2016,108.681587219238,106.516616821289
Low income,LIC,2016,99.9617767333984,92.3920211791992
Lower middle income,LMC,2016,102.612678527832,106.377449035645
North America,NAC,2016,101.247512817383,100.98323059082
South Asia,SAS,2016,111.530349731445,125.894309997559
Upper middle income,UMC,2016,102.299247741699,101.767227172852
Africa Eastern and Southern,AFE,2017,103.185272216797,99.2469177246094
Africa Western and Central,AFW,2017,89.3093109130859,84.1819534301758
Arab World,ARB,2017,90.5882568359375,85.8488311767578
Australia,AUS,2017,100.60986328125,100.666999816895
East Asia & Pacific,EAS,2017,100.671051025391,100.631492614746
European Union,EUU,2017,101.689682006836,101.178741455078
High income,HIC,2017,101.550148010254,101.284523010254
Latin America & Caribbean,LCN,2017,107.916458129883,106.149368286133
Low income,LIC,2017,100.924896240234,93.1690673828125
Lower middle income,LMC,2017,101.851348876953,105.176918029785
North America,NAC,2017,101.932579040527,101.12825012207
South Asia,SAS,2017,110.663162231445,123.896423339844
Upper middle income,UMC,2017,101.892807006836,101.476226806641
Africa Eastern and Southern,AFE,2018,104.823997497559,100.397392272949
Africa Western and Central,AFW,2018,88.7229919433594,84.5205307006836
Arab World,ARB,2018,91.0492935180664,86.3674774169922
Australia,AUS,2018,100.336578369141,100.464347839355
East Asia & Pacific,EAS,2018,100.213882446289,100.128768920898
European Union,EUU,2018,101.725082397461,101.121589660645
High income,HIC,2018,101.367866516113,101.260261535645
Latin America & Caribbean,LCN,2018,107.42845916748,105.892723083496
Low income,LIC,2018,102.359069824219,94.0854034423828
Lower middle income,LMC,2018,98.0125427246094,96.3152008056641
North America,NAC,2018,101.098213195801,100.943603515625
South Asia,SAS,2018,101.906433105469,103.795127868652
Upper middle income,UMC,2018,101.684776306152,101.31046295166
Africa Eastern and Southern,AFE,2019,105.613983154297,101.581253051758
Africa Western and Central,AFW,2019,89.3064727783203,85.7524185180664
Arab World,ARB,2019,91.1403579711914,86.8806381225586
Australia,AUS,2019,100.128227233887,100.275161743164
East Asia & Pacific,EAS,2019,99.9132995605469,99.8039627075195
European Union,EUU,2019,101.676338195801,101.39330291748
High income,HIC,2019,101.089767456055,101.294212341309
Latin America & Caribbean,LCN,2019,107.310577392578,105.835441589355
Low income,LIC,2019,103.256881713867,95.4121017456055
Lower middle income,LMC,2019,97.5269393920898,96.280158996582
North America,NAC,2019,100.32250213623,100.957489013672
South Asia,SAS,2019,100.665252685547,102.679130554199
Upper middle income,UMC,2019,101.521667480469,101.187477111816
Africa Eastern and Southern,AFE,2020,106.479591369629,102.679443359375
Africa Western and Central,AFW,2020,89.6025772094727,86.6695709228516
Arab World,ARB,2020,91.708251953125,87.4853973388672
Australia,AUS,2020,99.8206787109375,99.9861373901367
East Asia & Pacific,EAS,2020,100.125030517578,99.9909210205078
European Union,EUU,2020,100.913841247559,100.740600585938
High income,HIC,2020,100.854721069336,100.721122741699
Latin America & Caribbean,LCN,2020,106.762519836426,104.964401245117
Low income,LIC,2020,104.184913635254,96.5895919799805
Lower middle income,LMC,2020,98.3144607543945,97.2494964599609
North America,NAC,2020,100.201202392578,99.7670288085938
South Asia,SAS,2020,102.249938964844,104.399757385254
Upper middle income,UMC,2020,101.55835723877,101.090408325195
Africa Eastern and Southern,AFE,2021,104.912391662598,101.799057006836
Africa Western and Central,AFW,2021,89.3786163330078,86.7731704711914
Arab World,ARB,2021,91.5369110107422,87.3852462768555
Australia,AUS,2021,99.7966995239258,100.069267272949
East Asia & Pacific,EAS,2021,100.037750244141,99.922492980957
European Union,EUU,2021,101.500312805176,101.38404083252
High income,HIC,2021,100.190940856934,100.06510925293
Latin America & Caribbean,LCN,2021,105.64380645752,104.497528076172
Low income,LIC,2021,102.886077880859,95.8942565917969
Lower middle income,LMC,2021,98.6480026245117,97.5192489624023
North America,NAC,2021,98.2628021240234,97.7614517211914
South Asia,SAS,2021,103.381729125977,105.254402160645
Upper middle income,UMC,2021,101.136131286621,100.811470031738
Africa Eastern and Southern,AFE,2022,101.695259094238,99.3051300048828
Africa Western and Central,AFW,2022,90.9440765380859,88.0174407958984
Arab World,ARB,2022,90.201042175293,85.915901184082
Australia,AUS,2022,99.0480804443359,99.2228622436523
East Asia & Pacific,EAS,2022,100.238960266113,100.021347045898
European Union,EUU,2022,101.366416931152,101.489318847656
High income,HIC,2022,99.6897735595703,99.5815811157227
Latin America & Caribbean,LCN,2022,105.26683807373,104.782791137695
Low income,LIC,2022,99.7575912475586,93.3848266601562
Lower middle income,LMC,2022,102.000427246094,100.476852416992
North America,NAC,2022,96.7350006103516,96.7899475097656
South Asia,SAS,2022,111.243583679199,112.472457885742
Upper middle income,UMC,2022,101.219276428223,100.967651367188
Africa Eastern and Southern,AFE,2023,101.874801635742,99.8260803222656
Africa Western and Central,AFW,2023,92.4607009887695,89.2489776611328
Arab World,ARB,2023,93.0848388671875,88.9331512451172
Australia,AUS,2023,99.3072128295898,99.4277191162109
East Asia & Pacific,EAS,2023,99.4921417236328,99.4035263061523
European Union,EUU,2023,102.413383483887,102.466819763184
High income,HIC,2023,99.9018020629883,99.5065383911133
Latin America & Caribbean,LCN,2023,104.813507080078,104.413368225098
Low income,LIC,2023,100.042129516602,93.8482666015625
Lower middle income,LMC,2023,103.207939147949,101.773262023926
North America,NAC,2023,97.6152572631836,96.4423217773438
South Asia,SAS,2023,112.526657104492,113.011596679688
Upper middle income,UMC,2023,100.355422973633,100.259407043457
